Death,MOTHER_IDENTITY,father's forename,father's occupation,sex,FATHER_BIRTH_RECORD_IDENTITY,day of parents' marriage,place of parent's marriage,CHILD_IDENTITY,mother's occupation,family,illegit,DEATH_RECORD_IDENTITY,father's surname,MARRIAGE_RECORD_IDENTITY3,birth day,MARRIAGE_RECORD_IDENTITY2,PARENT_MARRIAGE_RECORD_IDENTITY,MARRIAGE_RECORD_IDENTITY1,month of parents' marriage,MARRIAGE_RECORD_IDENTITY4,MARRIAGE_RECORD_IDENTITY5,FATHER_IDENTITY,mother's forename,child's forname(s),mother's maiden surname,birth year,address,ID,MOTHER_BIRTH_RECORD_IDENTITY,notes,child's surname,marriage,year of parents' marriage,birth month
,4582,Edward,FISHERMAN,M,4357,4,Braeleny Farm Callander ,5267,DOM SERV,1418,,,Harris,,11,,1418,1691,MAY,,,4357,Lea,Angus,Tran,1924,"1 Glen Gardens, Braeleny Farm, Callander",5267,4582,SYNTHETIC DATA PRODUCED USING VALIPOP,Harris,1418,1922,NOVEMBER
,4500,Archd,MESSAGE PORTER,M,4331,20,Fife,5269,FACTORY W,1406,,,Bonik,,16,,1406,1816,JUNE,,,4331,Barbara,James,Soto,1924,"1 Torrie Wyne, Fife",5269,4500,SYNTHETIC DATA PRODUCED USING VALIPOP,Bonik,1406,1919,FEBRUARY
5287,3838,William,PLOUGHMAN,M,3679,17,Netherurd House Scottish Borders,5287, ,1238,,5287,Sanchez,,17,,1238,,MAY,,,3679,Sarah,Alexander,de Boer,1925,"1 The Old Creamery, Netherurd House, Scottish Borders",5287,3838,SYNTHETIC DATA PRODUCED USING VALIPOP,Sanchez,1238,1902,NOVEMBER
3672,2638,Peter,PLOUGHMAN,F,2597,11,Argyll and Bute,3672,DOMT SERVT,967,,3672,WILLIAMS,,20,,967,,NOVEMBER,,,2597,Catherine,Mary,Paulauskas,1877,"1 Brochroy Croft, Argyll and Bute",3672,2638,SYNTHETIC DATA PRODUCED USING VALIPOP,WILLIAMS,967,1874,NOVEMBER
5289,4276,William,RAILWAY PORTER,M,4095,8,,5289, ,1307,illegitimate,5289,Wozniak,,5,,1307,,NOVEMBER,,,4095,Sophie,Willia,Ilves,1925,"2 Leideag, Na h-Eileanan Siar",5289,4276,SYNTHETIC DATA PRODUCED USING VALIPOP,Wozniak,1307,1914,AUGUST
5291,4120,John,COAL MINER,M,4029,10,Na h-Eileanan Siar,5291, ,1281,,5291,Flores,,11,,1281,,SEPTEMBER,,,4029,Charolina,Archibald,Rivera,1925,"2 Ceann An Ora, Na h-Eileanan Siar",5291,4120,SYNTHETIC DATA PRODUCED USING VALIPOP,Flores,1281,1907,JULY
5293,4680,James,SILK WEAVER,M,3937,19,Highland,5293, ,1314,,5293,Soto,,25,,1314,,OCTOBER,,,3937,Elzbieta,George,Juric,1925,"1 Pairc Uilleim, Highland",5293,4680,SYNTHETIC DATA PRODUCED USING VALIPOP,Soto,1314,1910,JUNE
5295,5236,Alexander, ,M,5235,30,,5295, ,1411,,5295,Dang,,29,,1411,,NOVEMBER,,,5235,Sofie,James,Smit,1925,"1 Cleddans Road, Radnor Park, West Dunbartonshire",5295,5236,SYNTHETIC DATA PRODUCED USING VALIPOP,Dang,1411,1913,MAY
5297,4262,James,LABOURER,M,4155,9,South Ayrshire,5297,SERVANT,1336,,5297,Watanabe,,12,,1336,,NOVEMBER,,,4155,Margaret,James,Smith,1925,"1589 Castle Road, South Ayrshire",5297,4262,SYNTHETIC DATA PRODUCED USING VALIPOP,Watanabe,1336,1912,MARCH
5299,4318,William,JOINER,M,4403,12,North Ayrshire,5299, ,1389,,5299,Larsson,,15,,1389,1640,JUNE,,,4403,Elizabeth,Hugh,Dumitru,1925,"2 Cora Linn Court, North Ayrshire",5299,4318,SYNTHETIC DATA PRODUCED USING VALIPOP,Larsson,1389,1918,JANUARY
,4396,Archibald,PLUMBER JOURNEYMAN),M,4447,29,Troon South Ayrshire,5301,FARMER'S WIFE,1424,,,Greco,,28,,1424,1639,OCTOBER,,,4447,Jessie,Andrew,Nguyen,1925,"1 Crosbie Road, Troon, South Ayrshire",5301,4396,SYNTHETIC DATA PRODUCED USING VALIPOP,Greco,1424,1921,FEBRUARY
,4420,James,TEACHER,M,4195,17,Girvan South Ayrshire,5303,LABOURER'S WIFE,1395,,,Visser,,31,,1395,1748,NOVEMBER,,,4195,Margaret,Lawrence,Andersson,1925,"1 Golf Course Road, Girvan, South Ayrshire",5303,4420,SYNTHETIC DATA PRODUCED USING VALIPOP,Visser,1395,1919,AUGUST
,4462,James,FARMER OF 200 ACRES WITH 4 MEN 1 BOY,M,4057,30,,5305, ,1360,,,de Boer,,21,,1360,1862,NOVEMBER,,,4057,Margaret,George,Wozniak,1925,"1 Ashgrove Avenue, Maybole, South Ayrshire",5305,4462,SYNTHETIC DATA PRODUCED USING VALIPOP,de Boer,1360,1921,OCTOBER
,4492,Emre,COMMISSION AGENTS CLERK,M,4757,26,Fife,5307, ,1426,,,Markovic,,8,,1426,1726,MARCH,,,4757,Catherine,James,Bonik,1925,"1 Jones Street, Fife",5307,4492,SYNTHETIC DATA PRODUCED USING VALIPOP,Markovic,1426,1923,DECEMBER
3674,2749,John,PLOUGHMAN,F,2717,12,Annan Dumfries and Galloway,3674, ,879,,3674,Larsson,,7,,879,,SEPTEMBER,,,2717,Lea,Larsson,Florez,1877,"1 Windermere Road, Annam, Dumfries and Galloway",3674,2749,SYNTHETIC DATA PRODUCED USING VALIPOP,Permeel,879,1864,APRIL
,4498,Luke,AGR LB,M,4922,22,Highland,5309,WORKS IN A GARDEN,1428,,,White,,24,,1428,,SEPTEMBER,,,4922,Mary,Thomas,Larsson,1925,"43 Ard Struan Road, Highland",5309,4498,SYNTHETIC DATA PRODUCED USING VALIPOP,White,1428,1922,JULY
5329,3874,Geo,GROCER,M,4093,1,Troon South Ayrshire,5329,DRESS MAKER,1436,,5329,Mohamed,,12,,1436,,MAY,,,4093,Isabella,James,Larsson,1926,"2 Crosbie Road, Troon, South Ayrshire",5329,3874,SYNTHETIC DATA PRODUCED USING VALIPOP,Mohamed,1436,1924,JANUARY
5331,3908,James,COTTON WEAVER,M,3909,27,Northbank Farm Steadings St Andrews ,5331, ,1226,,5331,Prochazka,,17,,1226,,JUNE,,,3909,Christina,John,Novak,1926,"1 Northbank Farm Steadings, St Andrews, Fife",5331,3908,SYNTHETIC DATA PRODUCED USING VALIPOP,Prochazka,1226,1901,SEPTEMBER
5333,4006,Vytautas,TENTER IN A LINEN POWER LOOM FACTORY,M,4477,5,Dalgety Bay Fife,5333, ,1289,,5333,Krajnc,,20,,1289,1811,JULY,,,4477,Mary,Jacob,Visser,1926,"100 Seton Place, Dalgety Bay, Fife",5333,4006,SYNTHETIC DATA PRODUCED USING VALIPOP,Krajnc,1289,1908,NOVEMBER
5335,4028,William,m?ssing,M,3905,,,5335, ,1365,illegitimate,5335,Hernande?,,11,,,,,,,3905,Louise,Willyam,Soto,1926,,5335,4028,SYNTHETIC DATA PRODUCED USING VALIPOP,Hernandez,,,JUNE
,5118,Alexr,MILLER'S SON,M,4289,6,Baillieston Glasgow City,5337, ,1438,,,Visser,,15,,1438,1738,SEPTEMBER,,,4289,Chiara,Adam,Johnson,1926,"1 Carronhall Drive, Baillieston, Glasgow City",5337,5118,SYNTHETIC DATA PRODUCED USING VALIPOP,Visser,1438,1921,JANUARY
,4060,James,DAIRYMAN,M,3593,11,,5339, ,1280,,,Sepp,,25,,1280,,JANUARY,,,3593,Agnes,George,Sanchez,1926,"1 Hillhead, Scottish Borders",5339,4060,SYNTHETIC DATA PRODUCED USING VALIPOP,Sepp,1280,1911,JUNE
,4094,Tiago,AG LAB,M,4037,4,,5341,FARM SERV,1292,illegitimate,,Tkachenko,,6,,1292,1727,MAY,,,4037,Jane,John,Sanchez,1926,"2 Carr Crescent, Crail, Fife",5341,4094,SYNTHETIC DATA PRODUCED USING VALIPOP,Tkachenko,1292,1912,MARCH
,4441,Patrick,FURNITURE SALESMAN,M,4304,23,Highland,5343, ,1347,,,Iliev,,9,,1347,1751,SEPTEMBER,,,4304,Dorina,George,Morales,1926,"3 Pairc Uilleim, Highland",5343,4441,SYNTHETIC DATA PRODUCED USING VALIPOP,Iliev,1347,1913,JUNE
,5188,Juho,TENANTS SON,M,5187,25,,5345,WAREHOUSE SEWER,1396,,,De Vries,,23,,1396,1765,SEPTEMBER,,,5187,Lea,James,Davis,1926,"1 Farnell Way, Bellyeoman, Dunfermline",5345,5188,SYNTHETIC DATA PRODUCED USING VALIPOP,De Vries,1396,1909,FEBRUARY
,2742,William,CLERK PRINTFIELD WAREHOUSE,F,2575,27,Soroba Oban ,3676, ,882,,,Novak,,10,,882,,DECEMBER,,,2575,Catherine,Mary,Szabo,1877,"1 Nelson Road, Soroba, Oban",3676,2742,SYNTHETIC DATA PRODUCED USING VALIPOP,Novak,882,1863,OCTOBER
,4258,Andrew,LITHOGRAPHER,M,4125,5,Highland,5347, ,1337,,,de Boer,,15,,1337,1724,JANUARY,,,4125,Jane,Joseph,Prochazka,1926,"2 Pairc Uilleim, Highland",5347,4258,SYNTHETIC DATA PRODUCED USING VALIPOP,de Boer,1337,1914,MARCH
,4439,John,PLOUGHMAN,M,4421,28,West End Hawick ,5349,SERV,1441,,,WILLIAMS,,24,,1441,1920,MAY,,,4421,Natasa,Daniel,Morales,1926,"1 St Margaret's Drive, West End, Hawick",5349,4439,SYNTHETIC DATA PRODUCED USING VALIPOP,WILLIAMS,1441,1924,SEPTEMBER
,4340,Bence, ,M,5111,4,Aberfeldy Perth and Kinross,5351, ,1417,,,Muratovic,,1,,1417,1718,APRIL,,,5111,Christina,Wm,Hansen,1926,"43 Duntaylor Avenue, Aberfeldy, Perth and Kinross",5351,4340,SYNTHETIC DATA PRODUCED USING VALIPOP,Muratovic,1417,1921,NOVEMBER
,4500,Archd,MESSAGE PORTER,M,4331,20,Fife,5353,FACTORY W,1406,,,Bonik,,19,2039,1406,,JUNE,,,4331,Barbara,James,Soto,1926,"1 Torrie Wyne, Fife",5353,4500,SYNTHETIC DATA PRODUCED USING VALIPOP,Bonik,1406,1919,OCTOBER
,4664,Neil,SCHOLAR,M,4733,4,,5355,SCHOLAR,1443,,,Wozniak,,9,,1443,,SEPTEMBER,,,4733,Jane,Patricia,Soto,1926,"3 Cora Linn Court, North Ayrshire",5355,4664,SYNTHETIC DATA PRODUCED USING VALIPOP,Wozniak,1443,1926,MAY
5371,4026,Louis,PLOUGHMAN,M,4011,2,Lochgilphead Argyll and Bute,5371,JOINER'S WIFE,1273,,5371,Santos,,22,,1273,1859,FEBRUARY,,,4011,Catherine,Henry,Prochazka,1927,"1 Meadows Place, Lochgilphead, Argyll and Bute",5371,4026,SYNTHETIC DATA PRODUCED USING VALIPOP,Santos,1273,1907,JUNE
,4120,John,COAL MINER,M,4029,10,Na h-Eileanan Siar,5373, ,1281,,,Flores,,4,,1281,,SEPTEMBER,,,4029,Charolina,George,Rivera,1927,"2 Ceann An Ora, Na h-Eileanan Siar",5373,4120,SYNTHETIC DATA PRODUCED USING VALIPOP,Flores,1281,1907,APRIL
5375,4222,Bjarni,POLICE CONSTABLE,M,4346,27,Highland,5375, ,1358,,5375,Harris,,10,,1358,1707,JANUARY,,,4346,Elizabeth,William,Andersson,1927,"1 Rha Bank, Highland",5375,4222,SYNTHETIC DATA PRODUCED USING VALIPOP,Harris,1358,1916,MAY
,4298,Elias,LABOURER,M,5275,23,Stranraer Dumfries and Galloway,5377, ,1447,,,Meyer,,27,,1447,2013,MAY,,,5275,Catherine,Samuel,Visser,1927,"1 High Park Avenue, Stranraer, Dumfries and Galloway",5377,4298,SYNTHETIC DATA PRODUCED USING VALIPOP,Meyer,1447,1924,JANUARY
,4286,Jorge,FARMER OF 140 ACRES EMPLOYING 2 MEN AND 2 BOYS,M,4476,28,Girvan South Ayrshire,5379, ,1369,,,Krajnc,,8,,1369,,OCTOBER,,,4476,Sarah,John,Mohamed,1927,"254 Golf Course Road, Girvan, South Ayrshire",5379,4286,SYNTHETIC DATA PRODUCED USING VALIPOP,Krajnc,1369,1915,OCTOBER
3678,2738,James,DRYSTONE MASON,F,2645,8,Littledean Scottish Borders,3678,TAILOR WIFE,880,,3678,Hernandez,,27,,880,,JANUARY,,,2645,Jennie,Margaret,Schroeder,1877,"1 Littledean, Scottish Borders",3678,2738,SYNTHETIC DATA PRODUCED USING VALIPOP,Hernandez,880,1864,MAY
,4314,Tobias,HOUSE WRIGHT EMPLOY 2 MEN,M,4474,30,Allanbank Lauder ,5381, ,1449,,,Krajnc,,9,,1449,1750,JANUARY,,,4474,Elizabeth,John,Santana,1927,"1 Allanbank, Lauder, Scottish Borders",5381,4314,SYNTHETIC DATA PRODUCED USING VALIPOP,Krajnc,1449,1927,FEBRUARY
,4721,Alfred,LABOURER BOAT YARD,M,3969,30,Annan Dumfries and Galloway,5383,GENL SERVANT,1394,,,Szabo,,11,,1394,,OCTOBER,,,3969,Manon,John,Grigoryan,1927,"2 Prestonfield Road, Annan, Dumfries and Galloway",5383,4721,SYNTHETIC DATA PRODUCED USING VALIPOP,Szabo,1394,1919,MAY
,4422,Robert,PLOUGHMAN,M,4310,18,Roanheads Peterhead ,5385,DOMESTIC SERV,1450,,,Kovacevic,,20,,1450,1844,JANUARY,,,4310,Janet,John,Bonik,1927,"1 Erroll Street, Roanheads, Peterhead",5385,4422,SYNTHETIC DATA PRODUCED USING VALIPOP,Kovacevic,1450,1926,SEPTEMBER
,4791,James,AG LAB,M,3621,23,Buailledubh Na h-Eileanan Siar,5387,GENERAL SERV,1425,,,Paulauskas,,2,,1425,,OCTOBER,,,3621,Ana,William,Wozniak,1927,"6 Cille Bha 'Nain, Buailledubh, Na h-Eileanan Siar",5387,4791,SYNTHETIC DATA PRODUCED USING VALIPOP,Paulauskas,1425,1923,AUGUST
,4689,Mikel,MACHINE MEKER (JOUY),M,4792,24,Wilton Dean Scottish Borders,5389,HOUSE MAID,1427,,,Wozniak,,9,,1427,,JANUARY,,,4792,Laura,George,Smith,1927,"1 Wilton Dean, Scottish Borders",5389,4689,SYNTHETIC DATA PRODUCED USING VALIPOP,Wozniak,1427,1923,NOVEMBER
,4496,William,TAILOR JOURNEYMAN,M,4339,25,Maybole South Ayrshire,5391, ,1405,,,Schroeder,,21,,1405,,MAY,,,4339,Margaret,David,Visser,1927,"172 Dailly Road, Maybole, South Ayrshire",5391,4496,SYNTHETIC DATA PRODUCED USING VALIPOP,Schroeder,1405,1920,NOVEMBER
,4526,Martin,AG LAB,M,4690,7,Glenury Stonehaven ,5393, ,1453,,,Smith,,7,,1453,1918,OCTOBER,,,4690,Barbara,Willia,WILLIAMS,1927,"1 Glenury, Stonehaven, Aberdeenshire",5393,4526,SYNTHETIC DATA PRODUCED USING VALIPOP,Smith,1453,1924,APRIL
5409,4006,Vytautas,TENTER IN A LINEN POWER LOOM FACTORY,M,4477,5,Dalgety Bay Fife,5409, ,1289,,5409,Krajnc,,19,,1289,,JULY,,,4477,Mary,William,Visser,1928,"100 Seton Place, Dalgety Bay, Fife",5409,4006,SYNTHETIC DATA PRODUCED USING VALIPOP,Krajnc,1289,1908,MAY
5410,4062,Julen,PLOUGHMAN,M,4748,3,East Lothian,5410, ,1385,,5410,Gonzalez,,3,,1385,,NOVEMBER,,,4748,Anna,James,HUNTER,1928,"248 Manse Road, East Lothian",5410,4062,SYNTHETIC DATA PRODUCED USING VALIPOP,Gonzalez,1385,1917,DECEMBER
5411,4060,James,DAIRYMAN,M,3593,11,,5411, ,1280,,5411,Sepp,,27,,1280,,JANUARY,,,3593,Agnes,Willia,Sanchez,1928,"1 Hillhead, Scottish Borders",5411,4060,SYNTHETIC DATA PRODUCED USING VALIPOP,Sepp,1280,1911,AUGUST
3024,2104,Tomas,JOINER,F,2238,28,Wilton Hawick ,3024,FARMERS SISTER,725,,3024,Szabo,,23,,725,,DECEMBER,,,2238,Annie,Margaret,Delic,1855,"1 Langlands Bank, Wilton, Hawick",3024,2104,SYNTHETIC DATA PRODUCED USING VALIPOP,Szabo,725,1844,AUGUST
3088,2534,John,SCHOLAR,F,2633,13,,3088,SCHOLAR,809,,3088,Sanchez,,22,,809,1021,OCTOBER,,,2633,Jane,Margaret,Hernandez,1857,"237 The Paddock, East Lothian",3088,2534,SYNTHETIC DATA PRODUCED USING VALIPOP,Sanchez,809,1858,APRIL
3680,3278,Thomas,LABOURER ON ROADS,F,2671,3,Troon South Ayrshire,3680,WOOL WINDER,920,,3680,Szabo,,10,,920,,MARCH,,,2671,Isabella,Jane,Rossi,1877,"1 St Clair Terrace, Troon, South Ayrshire",3680,3278,SYNTHETIC DATA PRODUCED USING VALIPOP,Szabo,920,1869,FEBRUARY
5413,4680,James,SILK WEAVER,M,3937,19,Highland,5413, ,1314,,5413,Soto,,19,,1314,,OCTOBER,,,3937,Elzbieta,Joseph,Juric,1928,"1 Pairc Uilleim, Highland",5413,4680,SYNTHETIC DATA PRODUCED USING VALIPOP,Soto,1314,1910,MAY
5415,4222,Bjarni,POLICE CONSTABLE,M,4346,27,Highland,5415, ,1358,,5415,Harris,,26,,1358,,JANUARY,,,4346,Elizabeth,George,Andersson,1928,"1 Rha Bank, Highland",5415,4222,SYNTHETIC DATA PRODUCED USING VALIPOP,Harris,1358,1916,OCTOBER
5417,4258,Andrew,missing,M,4125,5,Highland,5417,missing,1337,missing,5417,de Boer,,8,,1337,,JANUARY,,,4125,Jane,Anjrew,Prochazka,1928,"2 Pairc Uilleim, Highland",5417,4258,SYNTHETIC DATA PRODUCED USING VALIPOP,de Boer,1337,1914,DECEMBER
5419,4314,Tobias,HOUSE WRIGHT EMPLOY 2 MEN,M,4474,30,Allanbank Lauder ,5419, ,1449,,5419,Krajnc,,26,,1449,1709,JANUARY,,,4474,Elizabeth,Wm,Santana,1928,"1 Allanbank, Lauder, Scottish Borders",5419,4314,SYNTHETIC DATA PRODUCED USING VALIPOP,Krajnc,1449,1927,JUNE
5421,4340,Bence, ,M,5111,4,Aberfeldy Perth and Kinross,5421, ,1417,,5421,Muratovic,,8,,1417,1867,APRIL,,,5111,Christina,James,Hansen,1928,"43 Duntaylor Avenue, Aberfeldy, Perth and Kinross",5421,4340,SYNTHETIC DATA PRODUCED USING VALIPOP,Muratovic,1417,1921,SEPTEMBER
,4428,James,PLOUGHMAN,M,4187,25,Grubbit Mill Scottish Borders,5423,DRESS MAKER,1451,,,Szabo,,3,,1451,1868,JULY,,,4187,Isabella,John,Visser,1928,"2 Grubbit Mill, Scottish Borders",5423,4428,SYNTHETIC DATA PRODUCED USING VALIPOP,Szabo,1451,1924,MARCH
,4420,James,TEACHER,M,4195,17,Girvan South Ayrshire,5425,LABOURER'S WIFE,1395,,,Visser,,17,,1395,1785,NOVEMBER,,,4195,Margaret,Francis,Andersson,1928,"1 Golf Course Road, Girvan, South Ayrshire",5425,4420,SYNTHETIC DATA PRODUCED USING VALIPOP,Visser,1395,1919,OCTOBER
,4921,Alexander,FISHERMAN,M,4401,7,Cowdenknowes North Lodge Earlston ,5427, ,1461,,,Bonik,,22,,1461,,OCTOBER,,,4401,Ingrid,David,White,1928,"1 Huntshaw Place, Cowdenknowes North Lodge, Earlston",5427,4921,SYNTHETIC DATA PRODUCED USING VALIPOP,Bonik,1461,1924,JULY
,4528,John,HILL CLERK COAL,M,4232,27,Tillicoultry Clackmannanshire,5429,DOMESTIC SERVANT,1463,,,Greco,,14,,1463,1794,AUGUST,,,4232,Mary,Charles,Hansen,1928,"1 Ramsay Terrace, Tillicoultry, Clackmannanshire",5429,4528,SYNTHETIC DATA PRODUCED USING VALIPOP,Greco,1463,1922,JANUARY
,4666,Nico,CABINET MAKER,M,4886,13,Broomridge Stirling,5431,SCHOLAR,1465,,,Kuznetsov,,30,,1465,,MARCH,,,4886,Elizabeth,William,Demir,1928,"1 Pottis Road, Broomridge, Stirling",5431,4666,SYNTHETIC DATA PRODUCED USING VALIPOP,Kuznetsov,1465,1925,JULY
3682,3011,Ethan,EMPLOYING 3 ? 1 BOY FARMER OF 140 ACRES,F,2980,22,Highland,3682,DOMESTIC SERVANT,952,,3682,Greco,,7,,952,,NOVEMBER,,,2980,Chloe,Annie,Mohamed,1877,"1 Rha Bank, Highland",3682,3011,SYNTHETIC DATA PRODUCED USING VALIPOP,Greco,952,1870,MAY
5447,4094,Tiago,AG LAB,M,4037,4,,5447,FARM SERV,1292,illegitimate,5447,Tkachenko,,19,,1292,,MAY,,,4037,Jane,Bernard,Sanchez,1929,"2 Carr Crescent, Crail, Fife",5447,4094,SYNTHETIC DATA PRODUCED USING VALIPOP,Tkachenko,1292,1912,JULY
5449,4276,William,RAILWAY PORTER,M,4095,8,,5449, ,1307,illegitimate,5449,Wozniak,,10,,1307,,NOVEMBER,,,4095,Sophie,Robert,Ilves,1929,"2 Leideag, Na h-Eileanan Siar",5449,4276,SYNTHETIC DATA PRODUCED USING VALIPOP,Wozniak,1307,1914,DECEMBER
5451,4126,James,FARMER OF 110 AC EMPG 3 LABS,M,4063,14,Meethill Peterhead ,5451,DOMESTIC SERVANT,1374,,5451,Kovacevic,,9,,1374,1800,MARCH,,,4063,Isabella,David,Flores,1929,"1 Dales View Drive, Meethill, Peterhead",5451,4126,SYNTHETIC DATA PRODUCED USING VALIPOP,Kovacevic,1374,1915,DECEMBER
5453,4441,Patrick,FURNITURE SALESMAN,M,4304,23,Highland,5453, ,1347,,5453,Iliev,,29,,1347,1708,SEPTEMBER,,,4304,Dorina,Joseph,Morales,1929,"3 Pairc Uilleim, Highland",5453,4441,SYNTHETIC DATA PRODUCED USING VALIPOP,Iliev,1347,1913,MARCH
,4288,missing,JOINER,M,4263,4,South Ayrshire,5455, ,1367,missing,,Garcia,,1,,1367,1784,NOVEMBER,,,4263,Bonik,Garcia,Mari,1929,"1591 Castle Road, South Ayrshire",5455,4288,SYNTHETIC DATA PRODUCED USING VALIPOP,Alex,1367,1916,DECEMBER
,4314,Tobias,HOUSE WRIGHT EMPLOY 2 MEN,M,4474,30,Allanbank Lauder ,5457, ,1449,,,Krajnc,,2,,1449,1861,JANUARY,,,4474,Elizabeth,Willia,Santana,1929,"1 Allanbank, Lauder, Scottish Borders",5457,4314,SYNTHETIC DATA PRODUCED USING VALIPOP,Krajnc,1449,1927,SEPTEMBER
,4422,Robert,FIREMAN LEITH GLASS WORKS,M,4310,18,Roanheads Peterhead ,5459,DOMESTIC SERV,1450,,,Kovacevic,,5,,1450,1770,JANUARY,,,4310,Janet,James,Bonik,1929,"1 Erroll Street, Roanheads, Peterhead",5459,4422,SYNTHETIC DATA PRODUCED USING VALIPOP,Kovacevic,1450,1926,FEBRUARY
,4791,James,AG LAB,M,3621,23,Buailledubh Na h-Eileanan Siar,5461,GENERAL SERV,1425,,,Paulauskas,,17,,1425,,OCTOBER,,,3621,Ana,Robert,Wozniak,1929,"6 Cille Bha 'Nain, Buailledubh, Na h-Eileanan Siar",5461,4791,SYNTHETIC DATA PRODUCED USING VALIPOP,Paulauskas,1425,1923,JULY
,4689,Mikel,MACHINE MEKER (JOUY),M,4792,24,Wilton Dean Scottish Borders,5463,HOUSE MAID,1427,,,Wozniak,,21,,1427,,JANUARY,,,4792,Laura,James,Smith,1929,"1 Wilton Dean, Scottish Borders",5463,4689,SYNTHETIC DATA PRODUCED USING VALIPOP,Wozniak,1427,1923,OCTOBER
,4496,Williamg,TANNER EMPLOYG 8 MEN,M,4339,25,Maybole South Ayrshire,5465,missing,1405,,,Schroeder,,23,,1405,1767,MAY,,,4339,Visser,B,Margaret,1929,"172 Dailly Road, Maybole, South Ayrshire",5465,4496,SYNTHETIC DATA PRODUCED USING VALIPOP,Schroeder,1405,1920,MARCH
3684,3032,John,LABOURER (GENL),F,2737,29,Braeleny Farm Callander ,3684,POWER LOOM WEAVER,971,,3684,Novak,,9,,971,1261,MAY,,,2737,Margaret,Agnes,Anderson,1877,"2 Glen Gardens, Braeleny Farm, Callander",3684,3032,SYNTHETIC DATA PRODUCED USING VALIPOP,Novak,971,1874,OCTOBER
,5000,William,MILLER,M,4623,14,Wallacetown Ayr ,5467, ,1471,,,Brown,,6,,1471,1903,MARCH,,,4623,Ava,James,Popa,1929,"1 Gordon Terrace, Wallacetown, Ayr",5467,5000,SYNTHETIC DATA PRODUCED USING VALIPOP,Brown,1471,1927,APRIL
,4664,Neil,SCHOLAR,M,4733,4,,5469,PRINTWORK HAND,1443,,,Wozniak,,2,,1443,1906,SEPTEMBER,,,4733,Jane,George,Soto,1929,"3 Cora Linn Court, North Ayrshire",5469,4664,SYNTHETIC DATA PRODUCED USING VALIPOP,Wozniak,1443,1926,FEBRUARY
5487,4722,John,JOINER,M,4293,27,Kilwinning North Ayrshire,5487,DRESSMAKER,1356,,5487,Andersson,,11,,1356,,JULY,,,4293,Marta,Hugh,Grigoryan,1930,"11 Brodick Avenue, Kilwinning, North Ayrshire",5487,4722,SYNTHETIC DATA PRODUCED USING VALIPOP,Andersson,1356,1914,DECEMBER
5489,4440,William,COMML TRAVELLER TEA,M,4117,4,Portree Highland,5489, ,1298,,5489,Larsson,,25,,1298,,NOVEMBER,,,4117,Marie,Willia,Morales,1930,"1 Heatherfield Post Office Road, Portree, Highland",5489,4440,SYNTHETIC DATA PRODUCED USING VALIPOP,Larsson,1298,1909,SEPTEMBER
5491,4312,Noah,WRITER'S CLERK (GENERAL),M,5003,6,,5491,FACTORY WORKER WOOLEN,1448,,5491,Popa,,3,,1448,,SEPTEMBER,,,5003,Margt,James,Garcia,1930,"2 The Old Creamery, Netherurd House, Scottish Borders",5491,4312,SYNTHETIC DATA PRODUCED USING VALIPOP,Popa,1448,1927,NOVEMBER
5493,4336,John,SAILOR,M,4183,27,,5493,DOMESTIC SERV,1316,,5493,Szabo,,6,,1316,,MAY,,,4183,Jane,Robert,WILLIAMS,1930,"1 Loch Park Road, Target Stables, Hawick",5493,4336,SYNTHETIC DATA PRODUCED USING VALIPOP,Szabo,1316,1915,AUGUST
,4424,Alexander,TEACHER,M,4527,30,Aberdeenshire,5495, ,1476,,,Bonik,,17,,1476,,MAY,,,4527,Margaret,Conor,Nguyen,1930,"1 Cuminestown Road, Aberdeenshire",5495,4424,SYNTHETIC DATA PRODUCED USING VALIPOP,Bonik,1476,1928,DECEMBER
5497,4422,Robert,FIREMAN LEITH GLASS WORKS,M,4310,18,Roanheads Peterhead ,5497,DOMESTIC SERV,1450,,5497,Kofacevic,,5,,1450,1781,JANUARY,,,4310,Janet,David,Bonik,1920,"1 Errolo Street, Roanheads, Peterhead",5497,4422,SYNTHETIC DATA PRODUCED USING VALIPOP,Kovacevic,1450,1926,SEPTEMBER
,4466,James,MINER,M,4123,4,The Roundel Leuchars ,5499,WOOLEN YARN WINDER,1359,,,Novak,,11,,1359,,NOVEMBER,,,4123,Norah,William,Demir,1930,"152 Innes Road, The Roundel, Leuchars",5499,4466,SYNTHETIC DATA PRODUCED USING VALIPOP,Novak,1359,1918,MARCH
5501,4566,Prochazka,LABOURER (GENL),M,4283,3,Mo?a,5501, ,1442,missing,5501,Robert,,21,,1442,1803,NOVEMBER,,,4283,Isabella,Prochazka,Schroedr,1930,"1 Harbour Place, Moray",5501,4566,SYNTHETIC DATA PRODUCED USING VALIPOP,Alex,1442,1922,DECEMBER
3695,2552,David,HIRING CARTER,F,2283,29,Little Richorn Dalbeattie ,3695,OUT DOOR LABOURER PAUPER,822,,3695,Rivera,,18,,822,,AUGUST,,,2283,Ana,Euphemia,Novak,1878,"1 Blair Street, Little Richorn, Dalbeattie",3695,2552,SYNTHETIC DATA PRODUCED USING VALIPOP,Rivera,822,1855,AUGUST
