ID,family,marriage,child's forname(s),child's surname,birth day,birth month,birth year,address,sex,father's forename,father's surname,father's occupation,mother's forename,mother's maiden surname,mother's occupation,day of parents' marriage,month of parents' marriage,year of parents' marriage,place of parent's marriage,illegit,notes,Death,CHILD_IDENTITY,MOTHER_IDENTITY,FATHER_IDENTITY,DEATH_RECORD_IDENTITY,PARENT_MARRIAGE_RECORD_IDENTITY,FATHER_BIRTH_RECORD_IDENTITY,MOTHER_BIRTH_RECORD_IDENTITY,MARRIAGE_RECORD_IDENTITY1,MARRIAGE_RECORD_IDENTITY2,MARRIAGE_RECORD_IDENTITY3,MARRIAGE_RECORD_IDENTITY4,MARRIAGE_RECORD_IDENTITY5
6776,1868,1868,Martha,Szabo,4,NOVEMBER,1963,"4 Milton Wynd, South Ayrshire",F,John,Szabo,GENERAL SERVANT,Mary,Sanchez,COTTON PICKER COT MILL,3,MARCH,1952,"South Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,,6776,5680,5423,,1868,5423,5680,,,,,
6778,1906,1906,Georgina,Wozniak,2,SEPTEMBER,1963,"1 Vorlich Crescent, Braeleny Farm, Stirling",F,George,Wozniak,FARMERS SON,Emma,de Boer,SOLDIERS WIFE,16,JULY,1956,"Braeleny Farm Stirling",,SYNTHETIC DATA PRODUCED USING VALIPOP,,6778,6336,5469,,1906,5469,6336,,,,,
6780,1967,1967,Euphemia,Santana,12,DECEMBER,1963,"1 Blackadder Way, Ninewells North Lodge, Scottish Borders",F,Mattia,Santana,BANKER'S CLERK,Anouk,Navarro,DOMESTIC SERV,10,NOVEMBER,1960,"Ninewells North Lodge Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,,6780,6257,6534,,1967,6534,6257,,,,,
6782,1968,1968,Barbara,Wozniak,5,MARCH,1963,"1 Dal nan Each, Highland",F,David,Wozniak,HAM CURRER,Maggie,Wozniak,HOUSEHOLD SERVANT,10,SEPTEMBER,1959,"Highland",,SYNTHETIC DATA PRODUCED USING VALIPOP,,6782,5862,5903,,1968,5903,5862,,,,,
6784,1969,1969,Elizabeth,Biton,17,DECEMBER,1963,"2 Blackadder Way, Ninewells North Lodge, Scottish Borders",F,Tamas,Biton,JOINER (AP),Maja,Navarro,SCHOLAR,25,SEPTEMBER,1963,"Ninewells North Lodge Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,,6784,6255,6103,,1969,6103,6255,,,,,
6786,1971,1971,Elizabeth,Memmedov,27,JULY,1963,"3 Garnock Street, Dalry, North Ayrshire",F,Pedro,Memmedov,FARM SERVANT,Isabella,Tkachenko,SCHOLAR,6,JULY,1963,"Dalry North Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,,6786,6172,5765,,1971,5765,6172,,,,,
6805,1724,1724,Jane,de Boer,2,DECEMBER,1964,"1 Cairns Court, Crieff, Perth and Kinross",F,Joseph,de Boer,STONE DYKER,Nora,Andersson, ,10,AUGUST,1943,"Crieff Perth and Kinross",,SYNTHETIC DATA PRODUCED USING VALIPOP,,6805,5838,5347,,1724,5347,5838,,,,,
6806,1902,1902,Mary,Ilves,24,AUGUST,1964,"1 Mossvale Terrace, Croftfoot, Moodiesburn",F,Matthew,Ilves,POTATOE MERCHANT,Kate,Larsson, ,24,DECEMBER,1956,"Croftfoot Moodiesburn ",,SYNTHETIC DATA PRODUCED USING VALIPOP,,6806,5416,6380,,1902,6380,5416,,,,,
6808,1936,1936,Jeanie,Tkachenko,20,JULY,1964,"6 Weensmoore, Scottish Borders",F,Donald,Tkachenko,LABOURER,Sarah,Larsson,A G LAB WIFE,30,APRIL,1958,"Weensmoore Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,,6808,5626,5599,,1936,5599,5626,,,,,
6810,1804,1804,Maggie,Szabo,19,JANUARY,1964,"259 Golf Course Road, Girvan, South Ayrshire",F,Hugh,Szabo,CONTRACTOR AND FARMER OF 57 ACRES EMPLOYING 2 LABOURERS,Camille,White,WOOLLEN POWER LOOM WEAVER,3,MARCH,1952,"Girvan South Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,,6810,5942,5217,,1804,5217,5942,,,,,
6812,1897,1897,Annie,Tjin,12,MAY,1964,"1 North Bishopbrae, Bathgate, West Lothian",F,Anthony,Tjin,AG LABOURER (PAUPER),Aada,Jensen,DOMESTIC SERV,15,FEBRUARY,1954,,,SYNTHETIC DATA PRODUCED USING VALIPOP,,6812,6609,6608,,1897,6608,6609,,,,,
6814,1924,1924,Agnes,Harutyunyan,28,APRIL,1964,"1 Mill Wynd, East Ayrshire",F,Theodore,Harutyunyan,FARMER'S SON,Jocelyn,Ramirez,MILLINER,27,SEPTEMBER,1960,,,SYNTHETIC DATA PRODUCED USING VALIPOP,,6814,6485,5797,,1924,5797,6485,,,,,
6816,1980,1980,Ann,Reyes,3,JUNE,1964,"1 Ceàrn Ròmasdail, Portree, Highland",F,William,Reyes,STUDENT,Catherine,Harris, ,20,SEPTEMBER,1961,"Portree Highland",,SYNTHETIC DATA PRODUCED USING VALIPOP,,6816,5900,5727,,1980,5727,5900,,,,,
6818,1911,1911,Ann,Tkachenko,12,AUGUST,1964,"215 Scott Street, Scottish Borders",F,William,Tkachenko,TAILOR (JOURNEYMAN),Hannah,Demir,DRESSMAKER,25,SEPTEMBER,1959,"Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,,6818,6006,5721,,1911,5721,6006,,,,,
6820,1925,1925,Ann,Jimenez,26,DECEMBER,1964,"2 Seafield Crescent, Highland",F,John,Jimenez,AG LAB,Jane,Butkus,SCHOLAR,4,NOVEMBER,1962,,,SYNTHETIC DATA PRODUCED USING VALIPOP,,6820,6042,5723,,1925,5723,6042,,,,,
6840,1752,1752,Isabella,Greco,13,MAY,1965,"1 Lessudden House, Scottish Borders",F,Alick,Greco,COTTON WEAVER,Elspet,De Vries,BOOT CLOSER,14,NOVEMBER,1946,"Lessudden House Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,,6840,5344,5027,,1752,5027,5344,,,,,
6842,1860,1860,Grace,Garcia,11,JUNE,1965,"132 Main Street, South Ayrshire",F,James,Garcia,DOCK LABOURER,Annie,Szabo,DRESS MAKER,24,APRIL,1953,"South Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,,6842,5460,5623,,1860,5623,5460,,,,,
6844,1830,1830,Alison,Wozniak,25,MAY,1965,"39 Redmire Crescent, Heatherknowe, Portlethen",F,Eetu,Wozniak,MINER,Marion,Jansen,WIFE OF A TIDEWAITER,28,JANUARY,1955,,illegitimate,SYNTHETIC DATA PRODUCED USING VALIPOP,,6844,5630,6328,,1830,6328,5630,,,,,
6846,1988,1988,Marion,Biton,23,SEPTEMBER,1965,"1 Witches Linn, Ardrossan, North Ayrshire",F,Milan,Biton,COAL MINER,Robina,Demir,DOMESTIC SERVANT,26,MAY,1962,"Ardrossan North Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,,6846,5794,6102,,1988,6102,5794,,,,,
6848,1978,1978,Maggie,Wozniak,18,NOVEMBER,1965,"1 Dallas Road, Troon, South Ayrshire",F,Andw,Wozniak,QUARRYMAN,Elizabeth,Harutyunyan,POWER LOOM WEAVER,18,SEPTEMBER,1964,,illegitimate,SYNTHETIC DATA PRODUCED USING VALIPOP,,6848,5796,5203,,1978,5203,5796,,,,,
6850,1967,1967,Margaret,Santana,3,APRIL,1965,"1 Blackadder Way, Ninewells North Lodge, Scottish Borders",F,Mattia,Santana,BANKER'S CLERK,Anouk,Navarro,DOMESTIC SERV,10,NOVEMBER,1960,"Ninewells North Lodge Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,,6850,6257,6534,,1967,6534,6257,,,,,
6852,1990,1990,Janet,Bolkvadze,6,NOVEMBER,1965,"3 Stewart Cottages, Aberdeenshire",F,Willia,Bolkvadze,SCHOLAR,Christina,Tasev,DOM SERV,14,FEBRUARY,1965,"Aberdeenshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,,6852,5894,6195,,1990,6195,5894,,,,,
6854,1992,1992,Mary,Ruaidhin,14,DECEMBER,1965,"1 Wemyss Place, Kingsmuir, Peebles",F,Daniel,Ruaidhin,A B,Janet,Wozniak,COTTON WEAVER (POWER LOOM),12,DECEMBER,1961,"Kingsmuir Peebles ",,SYNTHETIC DATA PRODUCED USING VALIPOP,,6854,5887,6564,,1992,6564,5887,,,,,
6856,1994,,Margaret,de Boer,27,JULY,1965,,F,James,de Boer,SCHOLAR,Margaret,Harris,SCHOLAR,,,,,illegitimate,SYNTHETIC DATA PRODUCED USING VALIPOP,,6856,6088,6247,,,6247,6088,,,,,
6858,1996,1996,Emma,Magi,7,APRIL,1965,"1 Lothian Street, Wilton, Hawick",F,Ethan,Magi,TAILOR,Jane,Tran,SCHOLAR,28,OCTOBER,1964,"Wilton Hawick ",,SYNTHETIC DATA PRODUCED USING VALIPOP,,6858,6204,6492,,1996,6492,6204,,,,,
6872,1868,1868,Jane,Szabo,14,APRIL,1966,"4 Milton Wynd, South Ayrshire",F,John,Szabo,GENERAL SERVANT,Mary,Sanchez, ,3,MARCH,1952,"South Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,,6872,5680,5423,,1868,5423,5680,,,,,
6874,1876,1876,Matilda,Hernandez,5,JULY,1966,"1 Oldwick Road, Pulteneytown, Wick",F,Thomas,Hernandez,AG LAB,Lillias,Santos,CROFTERS WIFE,2,JUNE,1967,,illegitimate,SYNTHETIC DATA PRODUCED USING VALIPOP,,6874,5722,5199,,1876,5199,5722,,,,,
6876,1923,1923,Margaret,Pena,23,JANUARY,1966,"1 Ettrick Drive, Moffat, Dumfries and Galloway",F,Henry,Pena,BLOCK MAKER JOURNEYMAN,Jane,Bonik,DOMESTIC SERVANT,24,MAY,1957,"Moffat Dumfries and Galloway",,SYNTHETIC DATA PRODUCED USING VALIPOP,,6876,5858,5863,,1923,5863,5858,,,,,
6878,2002,2002,Margaret,Grigoryan,9,JULY,1966,"1 Kerse Avenue, North Ayrshire",F,John,Grigoryan,AG LAB,Maja,Lopez, ,10,JULY,1964,"North Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,,6878,6833,5907,,2002,5907,6833,,,,,
6880,1980,1980,Mary,Reyes,26,JUNE,1966,"1 Ceàrn Ròmasdail, Portree, Highland",F,William,Reyes,PLOUGHMAN,Catherine,Harris, ,20,SEPTEMBER,1961,"Portree Highland",,SYNTHETIC DATA PRODUCED USING VALIPOP,,6880,5900,5727,,1980,5727,5900,,,,,
6882,1908,1908,Elsie,Wozniak,22,MAY,1966,"2 Dail a' Chladaich, Highland",F,John,Wozniak,SHEPHERD,Margaret,Muratovic,DOMESTIC SERV,3,APRIL,1957,"Highland",,SYNTHETIC DATA PRODUCED USING VALIPOP,,6882,5904,5717,,1908,5717,5904,,,,,
6884,1925,1925,Christina,Jimenez,18,MARCH,1966,"2 Seafield Crescent, Highland",F,John,Jimenez,AG LAB,Jane,Butkus,MILL WORKER,4,NOVEMBER,1962,,,SYNTHETIC DATA PRODUCED USING VALIPOP,,6884,6042,5723,,1925,5723,6042,,,,,
6886,2004,2004,Lilinia,Martinez,20,JULY,1966,"1 Victory Crescent, South Ayrshire",F,David,Martinez,FARMERS SON,Jane,Watanabe,TRAVELLING RAG MERCHANT,30,MAY,1963,"South Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,,6886,6082,5905,,2004,5905,6082,,,,,
6888,1996,1996,Mary,Magi,31,JANUARY,1966,"1 Lothian Street, Wilton, Hawick",F,Ethan,Magi,IRONSTONE MINER,Jane,Tran,SCHOLAR,28,OCTOBER,1964,"Wilton Hawick ",,SYNTHETIC DATA PRODUCED USING VALIPOP,,6888,6204,6492,,1996,6492,6204,,,,,
6890,2007,2007,Ann,Krajnc,2,JUNE,1966,"1 Ladywell Road, Maybole, South Ayrshire",F,John,Krajnc,HOUSE PAINTER,Sarah,Markovic,SCHOLAR,19,JANUARY,1966,"Maybole South Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,,6890,6244,6051,,2007,6051,6244,,,,,
6904,1844,1844,Mary,Kovacevic,21,APRIL,1967,"260 Golf Course Road, Girvan, South Ayrshire",F,John,Kovacevic,MINER (COAL),Isabella,Williams,SERVANT,7,SEPTEMBER,1951,"Girvan South Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,,6904,5638,5385,,1844,5385,5638,,,,,
6906,1876,1876,Margaret,Hernandez,21,SEPTEMBER,1967,"1 Oldwick Road, Pulteneytown, Wick",F,Thomas,Hernandez,AG LAB,Lillias,Santos,CROFTERS WIFE,2,JUNE,1967,,illegitimate,SYNTHETIC DATA PRODUCED USING VALIPOP,,6906,5722,5199,,1876,5199,5722,,,,,
6908,1978,1978,Jane,Wozniak,25,APRIL,1967,"1 Dallas Road, Troon, South Ayrshire",F,Andw,Wozniak,QUARRYMAN,Elizabeth,Harutyunyan,POWER LOOM WEAVER,18,SEPTEMBER,1964,,illegitimate,SYNTHETIC DATA PRODUCED USING VALIPOP,,6908,5796,5203,,1978,5203,5796,,,,,
6910,1980,1980,Maggie,Reyes,7,SEPTEMBER,1967,"1 Ceàrn Ròmasdail, Portree, Highland",F,William,Reyes,PLOUGHMAN,Catherine,Harris, ,20,SEPTEMBER,1961,"Portree Highland",,SYNTHETIC DATA PRODUCED USING VALIPOP,,6910,5900,5727,,1980,5727,5900,,,,,
6912,2012,2012,Janet,Andersson,11,AUGUST,1967,"2 Auchans Drive, South Ayrshire",F,Robert,Andersson,FARMERS SON,Ann,Gauthier,SACKING WEAVER,6,APRIL,1964,"South Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,,6912,5936,5861,,2012,5861,5936,,,,,
6914,2014,2014,Marion,Wozniak,17,JULY,1967,"45 Ard Struan Road, Highland",F,James,Wozniak,COTTON WEAVER,Annie,Wozniak,POWER LOOM WEAVER,11,JANUARY,1964,"Highland",,SYNTHETIC DATA PRODUCED USING VALIPOP,,6914,6076,6085,,2014,6085,6076,,,,,
6916,1954,1954,Susan,Nguyen,29,OCTOBER,1967,"1 Brook Street, Alva, Clackmannanshire",F,Charles,Nguyen,CABINET MAKER,Barbara,Giovanni,DOMESTIC SERVANT,26,AUGUST,1962,"Alva Clackmannanshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,,6916,6116,5535,,1954,5535,6116,,,,,
6918,2015,2015,Marion,Maisuradze,20,JULY,1967,"1 Crosbie Road, Troon, South Ayrshire",F,William,Maisuradze,BLACKSMITH,Maggie,Visser,SCHOLAR,29,OCTOBER,1964,"Troon South Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,,6918,6212,5925,,2015,5925,6212,,,,,
6934,1965,1965,Margaret,Grigoryan,20,OCTOBER,1968,"1 Scorrybreac Road, Portree, Highland",F,Edward,Grigoryan,FARMER OF 70 ACRES EMPLOYING 1 MAN 1 WOMAN,Sofia,White, ,19,OCTOBER,1960,"Portree Highland",,SYNTHETIC DATA PRODUCED USING VALIPOP,,6934,5944,5643,,1965,5643,5944,,,,,
6935,1919,1919,Mary,Muratovic,19,DECEMBER,1968,"79 Highview Grove, Aberdeenshire",F,Patrick,Muratovic,FLOUR MERCHANT,Mary,Prochazka, ,2,MAY,1958,"Aberdeenshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,,6935,5628,5579,,1919,5579,5628,,,,,
6936,1966,1966,Jane,Rojas,3,JANUARY,1968,"1 Tweedie Place, North Berwick, East Lothian",F,Ren,Rojas,FISHERMAN,Jane,Santos, ,16,JUNE,1959,"North Berwick East Lothian",,SYNTHETIC DATA PRODUCED USING VALIPOP,,6936,5640,5802,,1966,5802,5640,,,,,
6938,1978,1978,Jane,Wozniak,27,JUNE,1968,"1 Dallas Road, Troon, South Ayrshire",F,Andw,Wozniak,QUARRYMAN,Elizabeth,Harutyunyan, ,18,SEPTEMBER,1964,,illegitimate,SYNTHETIC DATA PRODUCED USING VALIPOP,,6938,5796,5203,,1978,5203,5796,,,,,
6940,1847,1847,Mary,Jones,18,JUNE,1968,"2 Scaurs, Jedburgh, Scottish Borders",F,James,Jones,LABOURER RT HEADSMAN,Mary,Markovic,BLEACHER,7,NOVEMBER,1964,,,SYNTHETIC DATA PRODUCED USING VALIPOP,,6940,5852,5635,,1847,5635,5852,,,,,
6942,2023,2023,Isabella,Wozniak,16,MARCH,1968,"1 Loch Park Road, Target Stables, Hawick",F,John,Wozniak,COAL MINER,Helen,Tran,COTTON FACTORY WORKER,9,MARCH,1964,"Target Stables Hawick ",,SYNTHETIC DATA PRODUCED USING VALIPOP,,6942,5972,5893,,2023,5893,5972,,,,,
6944,1911,1911,Elizabeth,Tkachenko,4,NOVEMBER,1968,"215 Scott Street, Scottish Borders",F,William,Tkachenko,CARTER,Hannah,Demir,DRESSMAKER,25,SEPTEMBER,1959,"Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,,6944,6006,5721,,1911,5721,6006,,,,,
6946,2026,2026,Elizabeth,Allen,5,AUGUST,1968,"4 Weensmoore, Scottish Borders",F,Nicolas,Allen,ENGINE FITTER AP,Ann,de Boer,MILL WORKER,21,NOVEMBER,1965,"Weensmoore Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,,6946,6128,6650,,2026,6650,6128,,,,,
6948,2028,2028,Elizabeth,Jones,7,OCTOBER,1968,"1 Milton Wynd, South Ayrshire",F,Allan,Jones,AG LAB,Cath,Grigoryan,LINEN FACTORY WORKER,27,JANUARY,1966,"South Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,,6948,6126,6113,,2028,6113,6126,,,,,
6950,2030,2030,Hellen,Wozniak,20,AUGUST,1968,"1 Windermere Road, Annan, Dumfries and Galloway",F,Angus,Wozniak,SCHOLAR,Margaret,Harutyunyan,SCHOLAR,5,JANUARY,1968,"Annan Dumfries and Galloway",,SYNTHETIC DATA PRODUCED USING VALIPOP,,6950,6192,6287,,2030,6287,6192,,,,,
6952,2031,2031,Christina,Morozov,22,NOVEMBER,1968,"2 Mchaney Court, Crieff, Perth and Kinross",F,John,Morozov,SCHOLAR,Jane,Harutyunyan, ,26,OCTOBER,1968,"Crieff Perth and Kinross",,SYNTHETIC DATA PRODUCED USING VALIPOP,,6952,6194,6317,,2031,6317,6194,,,,,
6954,2005,2005,Maria,Sanchez,30,APRIL,1968,"1 Athol Court, Scaurs, Jedburgh",F,George,Sanchez,COLLIER,Jessie,Mohamed,SCHOLAR,24,JULY,1965,"Scaurs Jedburgh ",,SYNTHETIC DATA PRODUCED USING VALIPOP,,6954,6202,5923,,2005,5923,6202,,,,,
6974,1920,1920,Margaret,WILLIAMS,26,MARCH,1969,"1 Ailsa Place, Girvan, South Ayrshire",F,Daniel,WILLIAMS,CROFTERS SON,Grace,Bonik,SEWER,30,DECEMBER,1957,"Girvan South Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,,6974,5644,5349,,1920,5349,5644,,,,,
6976,1817,1817,Agnes,Jones,12,NOVEMBER,1969,"1595 Castle Road, South Ayrshire",F,William,Jones,CARTER,Cathrine,De Vries, ,2,MARCH,1953,"South Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,,6976,5758,5597,,1817,5597,5758,,,,,
6978,1923,1923,Williamina,Pena,5,DECEMBER,1969,"1 Ettrick Drive, Moffat, Dumfries and Galloway",F,Henry,Pena,BLOCK MAKER JOURNEYMAN,Jane,Bonik,DOMESTIC SERVANT,24,MAY,1957,"Moffat Dumfries and Galloway",,SYNTHETIC DATA PRODUCED USING VALIPOP,,6978,5858,5863,,1923,5863,5858,,,,,
6980,2012,2012,Mary,Andersson,12,MAY,1969,"2 Auchans Drive, South Ayrshire",F,Robert,Andersson,FARMERS SON,Ann,Gauthier,SACKING WEAVER,6,APRIL,1964,"South Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,,6980,5936,5861,,2012,5861,5936,,,,,
6982,2025,2025,Elizabeth,Wozniak,4,FEBRUARY,1969,"242 Clenoch Parks Road, Stranraer, Dumfries and Galloway",F,Alexander,Wozniak,COW HERD,Ann,Sanchez,AG LAB,13,APRIL,1965,"Stranraer Dumfries and Galloway",,SYNTHETIC DATA PRODUCED USING VALIPOP,,6982,6046,5895,,2025,5895,6046,,,,,
6984,2040,,Margaret,Bolkvadze,1,AUGUST,1969,,F,William,Bolkvadze,WOOD SAWYER,Ann,Harutyunyan, ,,,,,illegitimate,SYNTHETIC DATA PRODUCED USING VALIPOP,,6984,6190,5821,,,5821,6190,,,,,
6986,2015,2015,Catherine,Maisuradze,12,AUGUST,1969,"1 Crosbie Road, Troon, South Ayrshire",F,William,Maisuradze,BLACKSMITH,Maggie,Visser,STEAM LOOM WEAVER,29,OCTOBER,1964,"Troon South Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,,6986,6212,5925,,2015,5925,6212,,,,,
6988,1995,1995,Lily,Babic,27,NOVEMBER,1969,"1 Alexandra Place, Annan, Dumfries and Galloway",F,Charles,Babic,IRON MOULDER,Nelly,Schmidt,COTTON WINDER,13,MARCH,1965,"Annan Dumfries and Galloway",,SYNTHETIC DATA PRODUCED USING VALIPOP,,6988,6206,5937,,1995,5937,6206,,,,,
6990,2042,2042,Lizzie,Popa,15,NOVEMBER,1969,"2 Curtecan Place, St Leonards, Ayr",F,Nathaniel,Popa,PLOUGHMAN,Mary,Larsson,SCHOLAR,12,SEPTEMBER,1968,"St Leonards Ayr ",,SYNTHETIC DATA PRODUCED USING VALIPOP,,6990,6352,5897,,2042,5897,6352,,,,,
7015,1862,1862,Isabella,de Boer,21,OCTOBER,1970,"1 Whinnyhouse, Scottish Borders",F,George,de Boer,FARMER,Jemima,Savic,SERVANT,2,SEPTEMBER,1954,"Whinnyhouse Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,,7015,5485,5305,,1862,5305,5485,,,,,
7016,1908,1908,Jean,Wozniak,19,SEPTEMBER,1970,"2 Dail a' Chladaich, Highland",F,John,Wozniak,SHEPHERD,Margaret,Muratovic,DOMESTIC SERV,3,APRIL,1957,"Highland",,SYNTHETIC DATA PRODUCED USING VALIPOP,,7016,5904,5717,,1908,5717,5904,,,,,
7017,2051,2051,Ann,Navarro,13,MAY,1970,"1 Braeview, South Broomage, Stenhousemuir",F,Ethan,Navarro,IRON MOULDER,Helen,Lopez,COTTON MILL WORKER,11,MAY,1972,,,SYNTHETIC DATA PRODUCED USING VALIPOP,,7017,5938,6254,,2051,6254,5938,,,,,
7018,2012,2012,Thomas,Andersson,8,MARCH,1970,"2 Auchans Drive, South Ayrshire",F,Robert,Andersson,SEAMAN (MERCHANT SERVICE),Ann,Gauthier,SACKING WEAVER,6,APRIL,1964,"South Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,,7018,5936,5861,,2012,5861,5936,,,,,
7020,2053,2053,Catharine,Harutyunyan,18,MAY,1970,"1 Nelson Place, Dumfries and Galloway",F,George,Harutyunyan,PLOUGHMAN,Kate,Babic,DOMESTIC SERVANT,9,JULY,1967,"Dumfries and Galloway",,SYNTHETIC DATA PRODUCED USING VALIPOP,,7020,6044,5857,,2053,5857,6044,,,,,
7022,1926,1926,Elizabeth,Dang,20,JANUARY,1970,"1 Torcy Drive, South Ayrshire",F,Charles,Dang,CORK MANUFACTURER MASTER EMPLOYING 1 MAN & 1 BOY,Maggie,Grigoryan,DOMESTIC SERVANT,18,MAY,1960,"South Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,,7022,6040,5573,,1926,5573,6040,,,,,
7024,2055,2055,Mary,Kuznetsov,15,OCTOBER,1970,"2 Allanbank, Lauder, Scottish Borders",F,Lukas,Kuznetsov,FISHERMANS SON,Helen,Mohan,SEWER AT WHITE SEAM,15,AUGUST,1968,"Allanbank Lauder ",,SYNTHETIC DATA PRODUCED USING VALIPOP,,7024,6120,6567,,2055,6567,6120,,,,,
7026,2057,2057,Elisabeth,Hernandez,13,JULY,1970,"1 Glen Finglas Road, Stirling",F,John,Hernandez,COAL PIT ENGINE KEEPER,Mary,Larsson, ,18,JUNE,1966,"Stirling",,SYNTHETIC DATA PRODUCED USING VALIPOP,,7026,6122,6015,,2057,6015,6122,,,,,
7028,2059,2059,Mary,Watanabe,20,DECEMBER,1970,"3 The Avenue, Three Bridges, Inveraray",F,John,Watanabe,RAILWAY LAB,Emily,Butkus,DOMESTIC SERV,26,SEPTEMBER,1968,"Three Bridges Inveraray ",,SYNTHETIC DATA PRODUCED USING VALIPOP,,7028,6755,5973,,2059,5973,6755,,,,,
7030,2032,2032,Mary,Harris,28,OCTOBER,1970,"1 Lisigarry Court, Portree, Highland",F,Edward,Harris,PHOTOGRAPHER,Christina,Larsson, ,17,MARCH,1966,"Portree Highland",,SYNTHETIC DATA PRODUCED USING VALIPOP,,7030,6208,6119,,2032,6119,6208,,,,,
7032,2005,2005,Janet,Sanchez,19,FEBRUARY,1970,"1 Athol Court, Scaurs, Jedburgh",F,George,Sanchez,COLLIER,Jessie,Mohamed,DRESS MAKER,24,JULY,1965,"Scaurs Jedburgh ",,SYNTHETIC DATA PRODUCED USING VALIPOP,,7032,6202,5923,,2005,5923,6202,,,,,
7034,2016,2016,Jane,Perez,12,MAY,1970,"1 Craigend Road, Aberdeenshire",F,Archibald,Perez,SHOPMAN,Mary,Harutyunyan, ,23,MAY,1967,,illegitimate,SYNTHETIC DATA PRODUCED USING VALIPOP,,7034,6268,6115,,2016,6115,6268,,,,,
7036,2062,2062,Mary,Krajnc,26,APRIL,1970,"1 Chalmers Court, Three Bridges, Inveraray",F,Angus,Krajnc,LINEN MANUFACTUR CLERK,Frances,Rojas,SCHOLAR,17,FEBRUARY,1968,"Three Bridges Inveraray ",,SYNTHETIC DATA PRODUCED USING VALIPOP,,7036,6318,6171,,2062,6171,6318,,,,,
7056,2011,2011,Jane,de Boer,9,DECEMBER,1971,"133 Eastgate, Moffat, Dumfries and Galloway",F,Robt,de Boer,STONE CUTTER,Marjory,Hojgaard, ,10,MAY,1965,"Moffat Dumfries and Galloway",,SYNTHETIC DATA PRODUCED USING VALIPOP,,7056,5788,5629,,2011,5629,5788,,,,,
7058,1992,1992,Margaret,Ruaidhin,8,MAY,1971,"1 Wemyss Place, Kingsmuir, Peebles",F,Daniel,Ruaidhin,A B,Janet,Wozniak,CROFTER'S WIFE,12,DECEMBER,1961,"Kingsmuir Peebles ",,SYNTHETIC DATA PRODUCED USING VALIPOP,,7058,5887,6564,,1992,6564,5887,,,,,
7060,2051,2051,Catherine,Navarro,24,NOVEMBER,1971,"1 Braeview, South Broomage, Stenhousemuir",F,Ethan,Navarro,IRON MOULDER,Helen,Lopez,COTTON MILL WORKER,11,MAY,1972,,,SYNTHETIC DATA PRODUCED USING VALIPOP,,7060,5938,6254,,2051,6254,5938,,,,,
7062,1951,1951,Susannah,Wozniak,29,APRIL,1971,"1 Slessor Drive, Kincorth, Aberdeen City",F,Andrew,Wozniak,CLERK TO DISTILLER & WINE MERCHANT,Sophie,Santana,HOUSE SERV,25,NOVEMBER,1958,"Kincorth Aberdeen City",,SYNTHETIC DATA PRODUCED USING VALIPOP,,7062,6535,5601,,1951,5601,6535,,,,,
7064,2053,2053,Agnes,Harutyunyan,16,SEPTEMBER,1971,"1 Nelson Place, Dumfries and Galloway",F,George,Harutyunyan,PLOUGHMAN,Kate,Babic,DOMESTIC SERVANT,9,JULY,1967,"Dumfries and Galloway",,SYNTHETIC DATA PRODUCED USING VALIPOP,,7064,6044,5857,,2053,5857,6044,,,,,
